id,study_title,study_link,resultIA_no_fine_tunning,resultIA_fine_tunning,study_type,study_year,cannabinoids,organ_systems,study_conditions
2009115,Apoptosis Induced In HepG2 Cells By The Synthetic Cannabinoid WIN: Involvement Of The Transcription Factor PPARgamma,https://www.ncbi.nlm.nih.gov/pubmed/19059457,Positive,,Laboratory Study,2009,WIN-x Synthetic Cannabinoids,Digestive System; Nervous System,Cancer - Liver; Cancer
2011157,Anti-tumoral Action Of Cannabinoids On Hepatocellular Carcinoma: Role Of AMPK-dependent Activation Of Autophagy,https://www.ncbi.nlm.nih.gov/pubmed/21475304,Positive,,Laboratory Study,2011,JWH-x Synthetic Cannabinoids; Tetrahydrocannabinol (THC),Digestive System; Nervous System,Cancer - Liver; Cancer
2005069,Cannabis-induced Cytotoxicity In Leukemic Cell Lines: The Role Of The Cannabinoid Receptors And The MAPK Pathway,https://www.ncbi.nlm.nih.gov/pubmed/15454482,Positive,,Laboratory Study,2005,Tetrahydrocannabinol (THC),Immune System; Nervous System,Cancer - Leukemia; Cancer
2006061,Cannabidiol-induced Apoptosis In Human Leukemia Cells: A Novel Role Of Cannabidiol In The Regulation Of P22phox And Nox4 Expression,http://molpharm.aspetjournals.org/content/70/3/897.full,Positive,,Laboratory Study,2006,,Immune System; Nervous System,Cancer - Leukemia; Cancer
2008120,Enhancing The In Vitro Cytotoxic Activity Of Delta9-tetrahydrocannabinol In Leukemic Cells Through A Combinatorial Approach,https://www.ncbi.nlm.nih.gov/pubmed/18608861,Positive,,Laboratory Study,2008,Tetrahydrocannabinol (THC),Immune System; Nervous System,Cancer - Leukemia; Cancer
2013151,Cannabis Extract Treatment for Terminal Acute Lymphoblastic Leukemia with a Philadelphia Chromosome Mutation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3901602/,Positive,,Meta-analysis,2013,,Immune System; Nervous System,Cancer - Leukemia; Cancer
2017269,Anticancer Effects Of Phytocannabinoids Used With Chemotherapy In Leukaemia Cells Can Be Improved By Altering The Sequence Of Their Administration,https://www.spandidos-publications.com/ijo/51/1/369,Positive,,Laboratory Study,2017,Cannabigerol (CBG); Tetrahydrocannabinol (THC),Immune System; Nervous System,Cancer - Leukemia; Cancer
2017270,Cannabidiol Reduces Leukemic Cell Size – But Is It Important?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5364234/,Positive,,Laboratory Study,2017,,Immune System,Cancer - Leukemia; Cancer
2010125,Cannabinoid CB1 Receptor Is Downregulated In Clear Cell Renal Cell Carcinoma,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2989249/,Positive,,Laboratory Study,2010,,Nervous System; Urinary System,Cancer - Kidney; Cancer
2016285,The Therapeutic Aspects of the Endocannabinoid System (ECS) for Cancer and their Development: From Nature to Laboratory.,https://www.researchgate.net/publication/286976859_The_Therapeutic_Aspects_of_the_Endocannabinoid_System_ECS_for_Cancer_and_their_Development_From_Nature_to_Laboratory,Positive,,Meta-analysis,2016,,Nervous System; Urinary System,Cancer - Kidney; Cancer
2004059,Delta-9 tetrahydrocannabinol (THC) inhibits lytic replication of gamma oncogenic herpesviruses in vitro,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC521080/,Positive,,Laboratory Study,2004,,Immune System; Integumentary System,"Epstein-Barr, Mono; Herpes; Kaposi's Sarcoma; Shingles (Herpes Zoster)"
2007084,Cannabinoid modulation of Kaposi's sarcoma-associated herpesvirus infection and transformation.,https://www.ncbi.nlm.nih.gov/pubmed/17671191,Negative,,Laboratory Study,2007,,Integumentary System,Kaposi's Sarcoma
2009116,Recreational Drug Use And Risk Of Kaposi's Sarcoma In HIV- And HHV-8-coinfected Homosexual Men,https://www.ncbi.nlm.nih.gov/pubmed/19108691,Inconclusive,,Meta-analysis,2009,,,Kaposi's Sarcoma
2009117,"The CB(1)/CB(2) receptor agonist WIN-55,212-2 reduces viability of human Kaposi's sarcoma cells in vitro",https://www.researchgate.net/publication/26304421_The_CB1CB2_receptor_agonist_WIN-55212-2_reduces_viability_of_human_Kaposi%27s_sarcoma_cells_in_vitro,Positive,,Laboratory Study,2009,WIN-x Synthetic Cannabinoids,Integumentary System,Kaposi's Sarcoma
2016286,Comparing the effects of endogenous and synthetic cannabinoid receptor agonists on survival of gastric cancer cells.,https://www.ncbi.nlm.nih.gov/pubmed/27640887,Positive,,Laboratory Study,2016,Anandamide (AEA); CP-x Synthetic Cannabinoids; Other Related Compounds,Digestive System; Nervous System,Cancer - Stomach; Cancer
2018351,Cannabinoid-induced Cell Death In Endometrial Cancer Cells: Involvement Of TRPV1 Receptors In Apoptosis,https://www.ncbi.nlm.nih.gov/pubmed/29441458,Positive,,Laboratory Study,2018,Anandamide (AEA); 2-Arachidonoyl Glycerol (2-AG),Nervous System; Reproductive System,Cancer - Uterine; Cancer
2005070,"The Endogenous Cannabinoid, Anandamide, Induces Cell Death In Colorectal Carcinoma Cells: A Possible Role For Cyclooxygenase 2",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1774787/,Positive,,Laboratory Study,2005,Anandamide (AEA),Digestive System,Cancer - Colon; Cancer
2008121,Loss of Cannabinoid Receptor 1 Accelerates Intestinal Tumor Growth,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2561258/,Positive,,Animal Study,2008,,Digestive System; Nervous System,Cancer - Colon; Cancer
2011158,Evaluation Of The Cyclooxygenase Inhibiting Effects Of Six Major Cannabinoids Isolated From Cannabis Sativa,https://www.researchgate.net/publication/51088411_Evaluation_of_the_Cyclooxygenase_Inhibiting_Effects_of_Six_Major_Cannabinoids_Isolated_from_Cannabis_sativa,Positive,,Laboratory Study,2011,Cannabidiolic Acid (CBD-a); Cannabigerol (CBG); Cannabigerolic Acid (CBG-a); Tetrahydrocannabinol (THC); Tetrahydrocannabinolic Acid (THC-a),,Cancer - Colon; Cancer
2012161,Anti-tumor activity of the novel hexahydrocannabinol analog LYR-8 in Human colorectal tumor xenograft is mediated through the inhibition of Akt and hypoxia-inducible factor-1α activation.,https://www.ncbi.nlm.nih.gov/pubmed/22687485,Positive,,Laboratory Study,2012,,Digestive System; Nervous System,Cancer - Colon; Cancer
2012162,Chemopreventive effect of the non-psychotropic phytocannabinoid cannabidiol on experimental colon cancer.,https://www.ncbi.nlm.nih.gov/pubmed/22231745,Positive,,Animal Study,2012,,Digestive System; Nervous System,Cancer - Colon; Cancer
2013152,Composition and in vitro anticancer activities of the leaf essential oil of Neolitsea variabillima from Taiwan.,https://www.ncbi.nlm.nih.gov/pubmed/23738472,Positive,,Laboratory Study,2013,,,Cancer - Colon; Cancer - Leukemia; Cancer - Liver; Cancer - Lung; Cancer - Melanoma; Cancer - Oral; Cancer
2015217,"The Anticancer, Antioxidant And Antimicrobial Properties Of The Sesquiterpene β-Caryophyllene From The Essential Oil Of Aquilaria Crassna",https://www.ncbi.nlm.nih.gov/pubmed/26132906,Positive,,Laboratory Study,2015,,Digestive System; Immune System; Nervous System,Cancer - Colon; Cancer; Oxidative Stress; Staph Infection
2016287,GPR55 Promotes Migration And Adhesion Of Colon Cancer Cells Indicating A Role In Metastasis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4688947/,Positive,,Animal Study,2016,,Digestive System,Cancer - Colon; Cancer
2018352,Potential Clinical Benefits of CBD-Rich Cannabis Extracts Over Purified CBD in Treatment-Resistant Epilepsy: Observational Data Meta-analysis,https://www.frontiersin.org/articles/10.3389/fneur.2018.00759/full,Positive,,Meta-analysis,2018,,Nervous System,Epilepsy - Lennox-Gastaut; Epilepsy; Epilepsy - Dravet Syndrome
2018353,Innovative Therapeutic Potential of Cannabinoid Receptors as Targets in Alzheimer's disease and Less Well-Known Diseases.,https://www.ncbi.nlm.nih.gov/pubmed/29484980,Positive,,Meta-analysis,2018,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL),Nervous System,Alzheimer's Disease; Autism; Cardiovascular Diseases (CVD); Fragile X Syndrome; Multiple Sclerosis
2012163,"Effects of cannabinoids Δ(9)-tetrahydrocannabinol, Δ(9)-tetrahydrocannabinolic acid and cannabidiol in MPP+ affected murine mesencephalic cultures.",https://www.ncbi.nlm.nih.gov/pubmed/22571976,Positive,,Laboratory Study,2012,Tetrahydrocannabinolic Acid (THC-a),Nervous System,Neurodegenerative Issues; Oxidative Stress
2011159,Effects of cannabinoids and cannabinoid-enriched Cannabis extracts on TRP channels and endocannabinoid metabolic enzymes.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3165957/,Positive,,Laboratory Study,2011,Cannabichromene (CBC); Cannabidiolic Acid (CBD-a); Cannabigerol (CBG); Cannabigerolic Acid (CBG-a); Cannabinol (CBN); Monoacylglycerol Lipase (MAGL); Tetrahydrocannabinolic Acid (THC-a); Anandamide (AEA); Cannabichromenic Acid (CBC-a); Fatty Acid Amide Hydrolase (FAAH); Other Related Compounds,,Pain; Pain - Neuropathy - Inflammatory Polyneuropathy
2013153,Tetrahydrocannabinolic acid reduces nausea-induced conditioned gaping in rats and vomiting in Suncus murinus.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3792001/,Positive,,Animal Study,2013,Tetrahydrocannabinolic Acid (THC-a); Cannabidiolic Acid (CBD-a); SR-x Synthetic Cannabinoids,Digestive System,Nausea and Vomiting; Chemotherapy-induced Nausea & Vomiting; Morning sickness; Motion Sickness
2013154,Cannabidiolic acid prevents vomiting in Suncus murinus and nausea-induced behaviour in rats by enhancing 5-HT1A receptor activation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3596650/,Positive,,Animal Study,2013,Cannabidiolic Acid (CBD-a); CP-x Synthetic Cannabinoids; SR-x Synthetic Cannabinoids,Digestive System,Nausea and Vomiting; Chemotherapy-induced Nausea & Vomiting; Morning sickness; Motion Sickness
2012164,"Cannabidiolic acid, a major cannabinoid in fiber-type cannabis, is an inhibitor of MDA-MB-231 breast cancer cell migration.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4009504/,Positive,,Laboratory Study,2012,Cannabidiolic Acid (CBD-a),Nervous System; Reproductive System,Cancer - Breast; Cancer
2018354,Acute oral Cannabidiolic Acid Methyl Ester reduces depression-like behavior in two genetic animal models of depression.,https://www.sciencedirect.com/science/article/pii/S0166432818304832,Positive,,Animal Study,2018,HU-x Synthetic Cannabinoids; Cannabidiolic Acid (CBD-a),Mental/Emotional System,Depression; Anxiety
2018355,Genetic deletion of CB1 cannabinoid receptors exacerbates the Alzheimer-like symptoms in a transgenic animal model.,https://www.ncbi.nlm.nih.gov/pubmed/30096288,Positive,,Animal Study,2018,,,Alzheimer's Disease
2018356,Cannabis use is associated with reduced prevalence of progressive stages of alcoholic liver disease.,https://www.ncbi.nlm.nih.gov/pubmed/29341392,Positive,,Meta-analysis,2018,,Digestive System,Alcoholic Liver Disease; Cancer - Liver; Cancer; Fibrosis - Liver (Cirrhosis); Fibrosis; Toxic Liver Disease
2018357,Beneficial Effect of Medical Cannabis in the Treatment of a Pharmacoresistant Nausea Associated with a Somatoform Disorder in a Patient with Post-Polio Syndrome.,https://www.ncbi.nlm.nih.gov/pubmed/29506301,Positive,,Meta-analysis,2018,,Muscular System,Post-Polio Syndrome
2016288,Psychosocial Determinants of Cannabis Dependence: A Systematic Review of the Literature.,https://www.karger.com/Article/FullText/441777,Inconclusive,,Meta-analysis,2016,,Mental/Emotional System; Nervous System,Addiction - Cannabis; Addiction
2017271,Oral administration of cannabis with lipids leads to high levels of cannabinoids in the intestinal lymphatic system and prominent immunomodulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5674070/,Positive,,Animal Study,2017,Tetrahydrocannabinol (THC),,Arthritis - Rheumatoid; Arthritis; Diabetes; Multiple Sclerosis
2016289,Dronabinol has preferential antileukemic activity in acute lymphoblastic and myeloid leukemia with lymphoid differentiation patterns.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4715874/,Positive,,Laboratory Study,2016,Pharma THC,Immune System,Cancer - Leukemia; Cancer
2015218,Effect of Non-psychotropic Plant-derived Cannabinoids on Bladder Contractility: Focus on Cannabigerol,https://www.researchgate.net/publication/280391642_Effect_of_Non-psychotropic_Plant-derived_Cannabinoids_on_Bladder_Contractility_Focus_on_Cannabigerol,Positive,,Laboratory Study,2015,Cannabigerol (CBG); Cannabichromene (CBC),,Cystitis
2017272,Cannabis and Pain: A Clinical Review,https://www.researchgate.net/publication/317143762_Cannabis_and_Pain_A_Clinical_Review,Positive,,Meta-analysis,2017,,,Pain; Pain - Chronic; Addiction - Opioid
2017273,"Schizophrenia and depression, two poles of endocannabinoid system deregulation.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5802629/,Positive,,Laboratory Study,2017,Anandamide (AEA); Endocannabinoid (unspecified),Mental/Emotional System; Nervous System,Depression; Schizophrenia
2018358,Medical Cannabis for Neuropathic Pain.,https://www.ncbi.nlm.nih.gov/pubmed/29388063,Positive,,Meta-analysis,2018,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),,Pain; Pain - Neuropathy - Peripheral
2018359,The Endocannabinoid System and Heart Disease: The Role of Cannabinoid Receptor Type 2.,https://www.ncbi.nlm.nih.gov/pubmed/29412125,Positive,,Meta-analysis,2018,Endocannabinoid (unspecified),Cardiovascular System,Atherosclerosis; Cardiovascular Diseases (CVD); Reperfusion Injury
2018360,Plasma anandamide concentrations are lower in children with autism spectrum disorder.,https://www.researchgate.net/publication/323714387_Plasma_anandamide_concentrations_are_lower_in_children_with_autism_spectrum_disorder,Positive,,Meta-analysis,2018,Anandamide (AEA),Mental/Emotional System,Autism
2015219,Endocannabinoid Levels in Newborns in Relation to the Mode of Delivery.,https://www.ncbi.nlm.nih.gov/pubmed/25915139/,Positive,,Clinical Trial,2015,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Other Related Compounds,Reproductive System,Labor and Delivery Issues; Pregnancy
2018361,Relation of Cannabis Use and Atrial Fibrillation Among Patients Hospitalized for Heart Failure.,https://www.ncbi.nlm.nih.gov/pubmed/29685570,Positive,,Meta-analysis,2018,,Cardiovascular System,Atrial Fibrillation; Cardiovascular Diseases (CVD)
2018362,Maternal and paternal cannabis use during pregnancy and risk of psychotic symptoms in the offspring.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5888492/,Negative,,Meta-analysis,2018,,Mental/Emotional System,Psychosis; Schizophrenia
2018363,Dronabinol oral solution in the management of anorexia and weight loss in AIDS and cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896684/,Positive,,Meta-analysis,2018,Pharma THC; Tetrahydrocannabinol (THC),Digestive System; Immune System; Muscular System; Nervous System,Anorexia; Cachexia; Cancer; HIV/AIDS; Loss of Appetite; Nausea and Vomiting; Psychosis
2018364,Will Widespread Synthetic Opioid Consumption Induce Epigenetic Consequences in Future Generations?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6037745/,Inconclusive,,Meta-analysis,2018,,,Addiction - Opioid
2016290,Maternal Marijuana Use and Adverse Neonatal Outcomes: A Systematic Review and Meta-analysis.,https://www.ncbi.nlm.nih.gov/pubmed/27607879,Inconclusive,,Meta-analysis,2016,,Reproductive System,Pregnancy
2007085,Nonpsychoactive Cannabidiol Prevents Prion Accumulation and Protects Neurons against Prion Toxicity.,http://www.jneurosci.org/content/27/36/9537.long,Positive,,Animal Study,2007,Anandamide (AEA); Synthetic Cannabinoid (unspecified),,Prion Disease
2017274,Cannabinoids: Possible agents for treatment of psoriasis via suppression of angiogenesis and inflammation.,https://www.ncbi.nlm.nih.gov/pubmed/28110689,Positive,,Laboratory Study,2017,JWH-x Synthetic Cannabinoids,Integumentary System,Psoriasis
2018365,The Risks and Benefits of Cannabis in the Dermatology Clinic.,https://www.ncbi.nlm.nih.gov/pubmed/29056081,Positive,,Meta-analysis,2018,,,Acne; Allergic Contact Dermatitis; Cancer - Melanoma; Cancer - Skin (Non-melanoma); Cancer; Lupus; Multiple Sclerosis; Pruritis; Psoriasis
2016291,Selective Cannabinoid Receptor-1 Agonists Regulate Mast Cell Activation in an Oxazolone-Induced Atopic Dermatitis Model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4737832/,Positive,,Animal Study,2016,Anandamide (AEA); HU-x Synthetic Cannabinoids; Other Related Compounds,Integumentary System,Allergic Contact Dermatitis; Psoriasis
2006062,Cannabinoids inhibit human keratinocyte proliferation through a non-CB1/CB2 mechanism and have a potential therapeutic value in the treatment of psoriasis.,https://www.theroc.us/researchlibrary/Cannabinoids%20inhibit%20human%20keratinocyte%20proliferation%20through%20a%20non-CB1-CB2%20mechanism%20and%20have%20a%20potential%20therapeutic%20value%20in%20the%20treatment%20of%20psoriasis.pdf,Positive,,Laboratory Study,2006,AM-x Synthetic Cannabinoids; Cannabigerol (CBG); Cannabinol (CBN); HU-x Synthetic Cannabinoids; JWH-x Synthetic Cannabinoids; Synthetic Cannabinoid (unspecified),Integumentary System,Psoriasis
2018366,Cannabidiol reverses attentional bias to cigarette cues in a human experimental model of tobacco withdrawal.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6099309/,Positive,,Double Blind Clinical Trial,2018,Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH),Mental/Emotional System,Addiction - Nicotine; Addiction
2016292,Meta-analysis of the Association Between the Level of Cannabis Use and Risk of Psychosis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4988731/,Negative,,Meta-analysis,2016,,Mental/Emotional System,Psychosis; Schizophrenia
2016293,Cannabis and Psychosis: a Critical Overview of the Relationship.,https://www.ncbi.nlm.nih.gov/pubmed/26781550,Positive,,Meta-analysis,2016,,Mental/Emotional System,Psychosis; Schizophrenia
2018367,Effects of cannabinoid receptor type 2 in respiratory syncytial virus infection in human subjects and mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5955186/,Positive,,Meta-analysis,2018,AM-x Synthetic Cannabinoids; JWH-x Synthetic Cannabinoids,Respiratory System,Respiratory Syncytial Virus
2018368,The Role of Cannabinoid Receptor 1 in the Immunopathology of Respiratory Syncytial Virus.,https://www.ncbi.nlm.nih.gov/pubmed/29461930,Positive,,Animal Study,2018,AM-x Synthetic Cannabinoids; Synthetic Cannabinoid (unspecified),Respiratory System,Respiratory Syncytial Virus
2016294,The Endocannabinoid System in the Retina: From Physiology to Practical and Therapeutic Applications.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4736597/,Positive,,Meta-analysis,2016,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL); Tetrahydrocannabinol (THC),,Macular Degeneration; Retinal Disorders
2016295,Endogenous and Synthetic Cannabinoids as Therapeutics in Retinal Disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4736800/,Positive,,Meta-analysis,2016,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); AM-x Synthetic Cannabinoids; CP-x Synthetic Cannabinoids; Fatty Acid Amide Hydrolase (FAAH); HU-x Synthetic Cannabinoids; Monoacylglycerol Lipase (MAGL); Other Related Compounds; WIN-x Synthetic Cannabinoids,,Glaucoma; Retinal Disorders
2008122,Mediation of Cannabidiol anti-inflammation in the Retina by Equilibrative Nucleoside Transporter and A2A Adenosine Receptor.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2588644/,Positive,,Animal Study,2008,,Nervous System,Retinal Disorders
2017275,"Targeting Cannabinoid Signaling in the Immune System: “High”-ly Exciting Questions, Possibilities, and Challenges.",https://www.frontiersin.org/articles/10.3389/fimmu.2017.01487/full,Positive,,Meta-analysis,2017,2-Arachidonoyl Glycerol (2-AG); AM-x Synthetic Cannabinoids; Anandamide (AEA); Cannabigerol (CBG); Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL); Pharma THC:CBD; SR-x Synthetic Cannabinoids; Synthetic Cannabinoid (unspecified); Tetrahydrocannabinol (THC); WIN-x Synthetic Cannabinoids,,Arthritis - Rheumatoid; Arthritis; Celiac Disease; Chagas Disease; Ebola Virus Disease; Hyperthyroidism and Graves' Disease; IBD - Crohn's Disease; Hepatitis; HIV/AIDS; Lupus; Malaria; Multiple Sclerosis; Myasthenia Gravis; Organ Transplant Failure; Sepsis
2015220,Effects of Cannabinoids on T-cell Function and Resistance to Infection.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4470840/,Positive,,Meta-analysis,2015,Tetrahydrocannabinol (THC); AM-x Synthetic Cannabinoids; Anandamide (AEA); JWH-x Synthetic Cannabinoids; Synthetic Cannabinoid (unspecified),,Arthritis - Rheumatoid; Arthritis; Irritable Bowel Syndrome; Organ Transplant Failure; Systemic Sclerosis
2011160,Cannabidiol as an Emergent Therapeutic Strategy for Lessening the Impact of Inflammation on Oxidative Stress.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3085542/,Positive,,Meta-analysis,2011,Fatty Acid Amide Hydrolase (FAAH),Nervous System,Oxidative Stress; Alzheimer's Disease; Arthritis - Rheumatoid; Arthritis; Atherosclerosis; Cardiovascular Diseases (CVD); Depression; Diabetes; Hypertension (High Blood Pressure); Metabolic Syndrome; Pain; Pain - Neuropathy - Inflammatory Polyneuropathy; Pain - Neuropathy - Peripheral; Parkinson's Disease
2018369,"GPR55 signalling promotes proliferation of pancreatic cancer cells and tumour growth in mice, and its inhibition increases effects of gemcitabine.",https://www.researchgate.net/publication/326690771_GPR55_signalling_promotes_proliferation_of_pancreatic_cancer_cells_and_tumour_growth_in_mice_and_its_inhibition_increases_effects_of_gemcitabine,Positive,,Animal Study,2018,,Endocrine System; Nervous System,Cancer - Pancreatic; Cancer
2009118,"Cannabinoids, Endocannabinoids, and Related Analogs in Inflammation",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2664885/,Positive,,Meta-analysis,2009,2-Arachidonoyl Glycerol (2-AG); AM-x Synthetic Cannabinoids; Anandamide (AEA); Cannabichromene (CBC); CP-x Synthetic Cannabinoids; Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL); Other Related Compounds; SR-x Synthetic Cannabinoids; WIN-x Synthetic Cannabinoids,,Arthritis - Rheumatoid; Arthritis; Fibromyalgia; Hemorrhoids; Pain; Pain - Acute; Pain - Chronic; Pain - Neuropathy - Peripheral
2008123,Suppression of human macrophage interleukin-6 by a nonpsychoactive cannabinoid acid.,https://pubmed.ncbi.nlm.nih.gov/18040689/,Positive,,Laboratory Study,2008,,,Inflammation; Arthritis - Rheumatoid; Arthritis; Lupus
2006063,The cannabinergic system as a target for anti-inflammatory therapies.,https://www.ncbi.nlm.nih.gov/pubmed/16918457,Positive,,Meta-analysis,2006,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),,Arthritis - Rheumatoid; Arthritis; Asthma; Atherosclerosis; Cardiovascular Diseases (CVD); Diabetes; Irritable Bowel Syndrome; Multiple Sclerosis
2006064,"Preliminary assessment of the efficacy, tolerability and safety of a cannabis-based medicine (Sativex) in the treatment of pain caused by rheumatoid arthritis",https://academic.oup.com/rheumatology/article/45/1/50/1788693,Positive,,Double Blind Clinical Trial,2006,Pharma THC:CBD; Tetrahydrocannabinol (THC),Nervous System; Skeletal System,Arthritis - Rheumatoid; Arthritis; Pain; Pain - Chronic; Ehlers-Danlos Syndrome; Inflammation
2004060,Arachidonyl ethanolamide induces apoptosis of uterine cervix cancer cells via aberrantly expressed vanilloid receptor-1.,https://www.ncbi.nlm.nih.gov/pubmed/15047233,Positive,,Laboratory Study,2004,Other Related Compounds,Reproductive System,Cancer - Cervical; Cancer
2008124,Inhibition Of Cancer Cell Invasion By Cannabinoids Via Increased Expression Of Tissue Inhibitor Of Matrix Metalloproteinases-1,https://academic.oup.com/jnci/article/100/1/59/2567700,Positive,,Laboratory Study,2008,Tetrahydrocannabinol (THC); Anandamide (AEA); Other Related Compounds,Nervous System,Cancer; Cancer - Cervical; Cancer - Lung
2010126,Cannabidiol Inhibits Cancer Cell Invasion Via Upregulation Of Tissue Inhibitor Of Matrix Metalloproteinases-1,https://www.ncbi.nlm.nih.gov/pubmed/19914218,Positive,,Animal Study,2010,,Nervous System; Reproductive System,Cancer - Cervical; Cancer - Metastatic; Cancer; Cancer - Lung
2016296,Cannabidiol Rather Than Cannabis Sativa Extracts Inhibit Cell Growth And Induce Apoptosis In Cervical Cancer Cells,https://www.ncbi.nlm.nih.gov/pubmed/27586579,Positive,,Laboratory Study,2016,,Nervous System; Reproductive System,Cancer - Cervical; Cancer
1998022,The Endogenous Cannabinoid Anandamide Inhibits Human Breast Cancer Cell Proliferation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC20983/,Positive,,Laboratory Study,1998,Anandamide (AEA); HU-x Synthetic Cannabinoids,Reproductive System,Cancer - Breast; Cancer
2000020,Suppression Of Nerve Growth Factor Trk Receptors And Prolactin Receptors By Endocannabinoids Leads To Inhibition Of Human Breast And Prostate Cancer Cell Proliferation,https://academic.oup.com/endo/article/141/1/118/2988024,Positive,,Laboratory Study,2000,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); HU-x Synthetic Cannabinoids; SR-x Synthetic Cannabinoids,Nervous System; Reproductive System,Cancer - Breast; Cancer - Prostate; Cancer
2006065,Anti-tumor activity of plant cannabinoids with emphasis on the effect of cannabidiol on human breast carcinoma,https://www.ncbi.nlm.nih.gov/pubmed/16728591,Positive,,Animal Study,2006,Cannabichromene (CBC); Cannabigerol (CBG); Cannabichromenic Acid (CBC-a); Tetrahydrocannabinol (THC),Reproductive System,Cancer - Breast; Cancer; Cancer - Lung; Cancer - Thyroid
2006066,Δ9-Tetrahydrocannabinol Inhibits Cell Cycle Progression In Human Breast Cancer Cells Through Cdc2 Regulation,https://www.ncbi.nlm.nih.gov/pubmed/16818634,Positive,,Laboratory Study,2006,Tetrahydrocannabinol (THC),Nervous System; Reproductive System,Cancer - Breast; Cancer
2007086,"Potentiating Effect Of Beta-caryophyllene On Anticancer Activity Of Alpha-humulene, Isocaryophyllene And Paclitaxel",https://www.ncbi.nlm.nih.gov/pubmed/18053325,Positive,,Laboratory Study,2007,,Nervous System; Reproductive System,Cancer - Breast; Cancer
2007087,Cannabidiol As A Novel Inhibitor Of Id-1 Gene Expression In Aggressive Breast Cancer Cells,https://www.ncbi.nlm.nih.gov/pubmed/18025276,Positive,,Laboratory Study,2007,,Nervous System; Reproductive System,Cancer - Breast; Cancer
2008125,JunD Is Involved In The Antiproliferative Effect Of Δ9-tetrahydrocannabinol On Human Breast Cancer Cells,http://www.nature.com/articles/onc2008145,Positive,,Laboratory Study,2008,,Nervous System; Reproductive System,Cancer - Breast; Cancer
2010127,Cannabinoids reduce ErbB2-driven breast cancer progression through Akt inhibition,https://molecular-cancer.biomedcentral.com/articles/10.1186/1476-4598-9-196,Positive,,Animal Study,2010,JWH-x Synthetic Cannabinoids; Tetrahydrocannabinol (THC),Nervous System; Reproductive System,Cancer - Breast; Cancer
2011161,"Pathways Mediating The Effects Of Cannabidiol On The Reduction Of Breast Cancer Cell Proliferation, Invasion, And Metastasis",https://www.ncbi.nlm.nih.gov/pubmed/20859676,Positive,,Animal Study,2011,,Reproductive System,Cancer - Breast; Cancer; Cancer - Lung
2011162,b-Caryophyllene oxide inhibits growth and induces apoptosis through the suppression of PI3K/AKT/mTOR/S6K1 pathways and ROS-mediated MAPKs activation.,https://pubmed.ncbi.nlm.nih.gov/21924548/,Positive,,Laboratory Study,2011,,,Cancer - Breast; Cancer - Prostate; Cancer
